sentence1	sentence2	label
Are you ready to train before our ride ? Jon asked Adrin .	Jon wanted Adrin to get better .	neutral
Long ago -- or away , or whatever -- there was a world called Thar ? ? and another called Erath .	Thar and Erath were not the only worlds in existence then .	neutral
The door opened and Severn stepped out .	They had the door slammed in their face .	contradiction
I do n't know .	I am not sure .	entailment
Tommy felt his ascendancy less sure than a moment before .	Tommy was getting less certain about his ascendancy .	entailment
One or two , replied Tommy modestly , and plunged into his recital .	Tommy stopped playing .	contradiction
The door opened and Severn stepped out .	They approached as the door was opened .	neutral
He says he brought the proposal for professional parachute helmets with an air-bag system . '	He did n't buy the helmet proposal .	contradiction
He grimaced at his own doubts .	He felt bad for doubting her .	neutral
And put like that , she added confidentially to Tommy , `` nobody could boggle at the expense ! '' Nobody did , which was the great thing .	She was always confident with talking to Tommy .	neutral
'Upload him into his body ? What body ? '	I do n't think he has a body at all .	neutral
That 's the second time you 've made that sort of remark .	That is the second occurrence of that sort of remark .	entailment
Her voice was doubtful .	She sounded doubtful about it .	entailment
There are no gods here now , said the voice of the monster in front of them .	A monster spoke to them .	entailment
Waldemar Szary , a food technician at the OSM 'Paziocha ' , was having a very bad day - the kind of a very bad day , which normally comes after one of those very good days .	Waldemar Szary has been a food technician for OSM Paziocha since she graduated from culinary school .	neutral
He says men are here .	The men are here , he said .	entailment
His plan was to drive straight up to the house .	Driving directly to the house was no longer an option with the roadblock .	contradiction
One of them , darker skinned , had hair braided into two lines .	One of them had their hair braided .	entailment
His voice was even and calm , not a hint of rage .	He was not at all concerned about what was happening .	neutral
They 're taking us away this morning .	We will not be leaving until tomorrow .	contradiction
But you would not trust me . ''	It is understandable because I have broken your trust numerous times .	neutral
Jon was about to require a lot from her .	Jon needed nothing to do with her .	contradiction
However , the other young lady was most kind .	She wanted to make up for my disappointment at the turn of events .	neutral
He knew how the Simulacra was supposed to develop .	He knew how the Sim would be created in the game .	neutral
They 're taking us away this morning .	They will be taking is away from here very early .	neutral
Sorry but that 's how it is .	This is how things are and there are no apologies about it .	contradiction
He took the wicked blade as well .	He took the fierce blade and the sheath as well .	neutral
He pointed at his bald head .	He made an effort to point out his bald head .	entailment
Well , let us leave it .	Let 's leave it here for someone else to find .	neutral
I had an additional reason for that belief in the fact that all the cups found contained sugar , which Mademoiselle Cynthia never took in her coffee .	There was evidence that there had been sugar in all of the cups .	entailment
Recently I met a guy at a party over at San Barenakedino 's . '	On sSaturday night , I met a guy at the club at San Barenakedino 's .	neutral
Possibly three months . ''	Maybe three months .	entailment
Do you know what this is ? '' With a dramatic gesture she flung back the left side of her coat and exposed a small enamelled badge .	The coat that she wore was long enough to cover her knees .	neutral
And it needs work too , you know , in case I have to jump out with this parachute from my lil ' blue sports plane for real . '	It needs to work Incase he has to jump out a window .	neutral
Do n't remember .	I do not remember .	entailment
It is , as you see , highly magnified .	As you can see , it is not magnified .	contradiction
But you might as well see for yourself if you do n't believe me . The note , in Tuppence 's well-known schoolboy writing , ran as follows : `` DEAR JULIUS , `` It 's always better to have things in black and white .	You wo n't be convinced even if you look at this , if you do n't believe me .	contradiction
You 're the Desert Ghost .	You 're a living desert camel .	contradiction
How did you get it ? '' A chair was overturned .	How did you get your hands on this object ?	entailment
I saw that a faint streak of daylight was showing through the curtains of the windows , and that the clock on the mantelpiece pointed to close upon five o'clock .	I saw that it was already morning , and the sun was coming up .	entailment
Yes , sir .	No , Ma'am .	contradiction
'For one thing , Mr. Franklin , you appear to be taking your ... re-actualisation ... extremely well . '	Mr. Franklin is taking the situation very well .	entailment
